activity_id,standard_value,pchembl_value,is_active,mw_freebase,alogp,psa,hbd,hba,rtb,compound_id,target_name
11676803,16833.600000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,Ataxin-2
11900350,11220.200000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"Guanine nucleotide-binding protein G(s) subunit alpha isoforms short"
11986072,12589.300000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"Aberrant vpr protein"
12021675,1000.000000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"Glycoprotein hormones alpha chain"
12812616,8199.500000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,Unchecked
12925729,163.600000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"Tyrosyl-DNA phosphodiesterase 1"
12977089,36.600000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"Tyrosyl-DNA phosphodiesterase 1"
13133296,12995.300000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"Isocitrate dehydrogenase [NADP] cytoplasmic"
14025529,1122.000000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,Unchecked
14090672,130.000000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,Unchecked
14091544,16360.100000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"Mothers against decapentaplegic homolog 3"
14228039,11582.100000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"Mothers against decapentaplegic homolog 3"
14295094,31622.800000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,Unchecked
8238421,7030.720000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,SN12C
8266812,3372.870000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,MDA-N
8365815,2831.390000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,NCI-H23
8402279,410.200000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,UO-31
8439403,4477.130000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,ACHN
8464058,340.410000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,HL-60
8492727,7550.920000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,HOP-92
8548935,4255.980000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,SF-539
8573467,5688.530000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,DU-145
8625428,5333.350000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,Malme-3M
8627275,20323.570000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,SK-MEL-5
8655180,45.190000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,K562
8743565,5011.870000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,OVCAR-3
8745444,15885.470000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,A498
8843120,3258.370000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,HOP-62
8845120,249.460000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,MOLT-4
8885079,5610.480000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,NCI/ADR-RES
8896575,10375.280000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,U-251
8939840,3749.730000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,OVCAR-8
8955774,7498.940000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,OVCAR-5
9012078,2642.410000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,DMS-273
9055865,16032.450000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,SNB-19
9090195,2192.800000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,MDA-MB-231
9145433,25.350000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,SR
9156399,6637.430000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,TK-10
9173726,40926.070000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,M19-MEL
9181511,2060.630000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,SW-620
9260846,3990.250000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,NCI-H522
9349500,9571.940000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,M14
9359982,263.630000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,KM12
9363372,37153.520000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,XF498
9414497,6441.690000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,NCI-H322M
9482353,255.860000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,RPMI-8226
9493545,6237.350000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,OVCAR-4
9518988,1986.090000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,BT-549
9558518,2999.160000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"LOX IMVI"
9660101,29716.660000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,SK-MEL-2
9702605,14689.260000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,KM-20L2
9718459,14859.360000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,A549
9790692,4720.630000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"HCC 2998"
9832101,7550.920000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,SNB-75
9860611,467.740000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,HCT-15
9927918,10069.320000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,SF-268
9964901,50.930000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,HCT-116
10006670,196.790000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,MCF7
10026694,25763.210000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,EKVX
10061128,6918.310000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,PC-3
10084437,16749.430000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"LXFL 529"
10105284,1990.670000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,DMS-114
10134933,8184.650000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,SK-OV-3
10158752,1640.590000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,T47D
10222931,636.800000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,NCI-H460
10247714,3564.510000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,UACC-62
10258658,13061.710000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,CAKI-1
10308427,3083.190000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,MDA-MB-435
10337368,24490.630000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,SF-295
10406013,12647.360000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"RXF 631"
10408002,83560.300000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,Hs-578T
10447812,7744.620000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,IGROV-1
10489117,30902.950000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,SNB-78
10514628,4168.690000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,786-0
10559983,5597.580000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,DLD-1
10565027,1348.960000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,UACC-257
10580458,305.490000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,CCRF-CEM
10641106,22387.210000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,NCI-H226
10677650,2055.890000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,HT-29
10697834,1227.440000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,SK-MEL-28
10749030,9594.010000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"RXF 393"
10824467,3318.940000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"COLO 205"
10825229,24266.100000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,HOP-18
18819725,9.330000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"Escherichia coli"
18819726,9.870000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"Klebsiella pneumoniae"
18819727,21.120000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"Pseudomonas aeruginosa"
18819728,-6.120000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"Cryptococcus neoformans"
18819729,4.940000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"Staphylococcus aureus"
18819730,-16.450000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"Acinetobacter baumannii"
18826021,1.070000000000000000000000000000,NULL,0,263.26,-1.40,130.31,4,8,2,CHEMBL9568,"Candida albicans"
254438,0.280000000000000000000000000000,NULL,0,337.23,-2.06,177.36,5,9,4,CHEMBL9569,"Human respirovirus 3"
254439,0.060000000000000000000000000000,NULL,0,337.23,-2.06,177.36,5,9,4,CHEMBL9569,"Measles morbillivirus"
254440,0.250000000000000000000000000000,NULL,0,337.23,-2.06,177.36,5,9,4,CHEMBL9569,"Vaccinia virus"
1042842,0.516700000000000000000000000000,NULL,0,341.32,-1.83,139.72,3,8,4,CHEMBL9369,ADMET
1042843,60000.000000000000000000000000000000,NULL,0,341.32,-1.83,139.72,3,8,4,CHEMBL9369,HEp-2
1042844,120000.000000000000000000000000000000,NULL,0,341.32,-1.83,139.72,3,8,4,CHEMBL9369,L1210
1060199,720.000000000000000000000000000000,NULL,0,398.24,-1.23,130.49,3,7,5,CHEMBL267807,ADMET
1060200,50000.000000000000000000000000000000,NULL,0,398.24,-1.23,130.49,3,7,5,CHEMBL267807,HEp-2
1060201,100000.000000000000000000000000000000,NULL,0,398.24,-1.23,130.49,3,7,5,CHEMBL267807,L1210
1038246,3.000000000000000000000000000000,NULL,0,317.73,-1.15,113.42,3,6,4,CHEMBL274522,ADMET
1038247,25000.000000000000000000000000000000,4.60,0,317.73,-1.15,113.42,3,6,4,CHEMBL274522,HEp-2
1038248,130000.000000000000000000000000000000,NULL,0,317.73,-1.15,113.42,3,6,4,CHEMBL274522,L1210
1038249,9.000000000000000000000000000000,NULL,0,317.73,-1.15,113.42,3,6,4,CHEMBL274522,P388
1065493,0.916700000000000000000000000000,NULL,0,377.38,-2.41,156.79,3,9,6,CHEMBL9989,ADMET
1065494,100000.000000000000000000000000000000,NULL,0,377.38,-2.41,156.79,3,9,6,CHEMBL9989,L1210
1277174,330.000000000000000000000000000000,6.48,1,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, AMPA"
1277175,2400.000000000000000000000000000000,5.62,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, kainate"
1277176,10.000000000000000000000000000000,NULL,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Mus musculus"
308712,340.000000000000000000000000000000,6.47,1,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic AMPA"
131054,370.000000000000000000000000000000,6.43,1,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, AMPA"
131055,38.000000000000000000000000000000,7.42,1,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, AMPA"
131056,25000.000000000000000000000000000000,4.60,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate NMDA receptor"
131057,1500.000000000000000000000000000000,5.82,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, kainate"
131058,600.000000000000000000000000000000,6.22,1,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, AMPA"
280113,7900.000000000000000000000000000000,5.10,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, NMDA 1"
280114,130.000000000000000000000000000000,6.89,1,230.14,-1.23,125.79,0,5,1,CHEMBL9790,Unchecked
1010660,360.000000000000000000000000000000,6.44,1,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, AMPA"
750808,540.000000000000000000000000000000,6.27,1,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, AMPA"
750809,2400.000000000000000000000000000000,5.62,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, kainate"
398798,4800.000000000000000000000000000000,5.32,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate NMDA receptor"
672164,270.000000000000000000000000000000,6.57,1,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, AMPA"
672165,1800.000000000000000000000000000000,5.75,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, kainate"
672166,25000.000000000000000000000000000000,4.60,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate NMDA receptor"
672167,5600.000000000000000000000000000000,5.25,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate NMDA receptor"
1657917,1660.000000000000000000000000000000,5.78,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, kainate 1"
1657918,1050.000000000000000000000000000000,5.98,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, kainate 2"
1702595,1050.000000000000000000000000000000,5.98,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, kainate 2"
1702611,1660.000000000000000000000000000000,5.78,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, kainate 5"
1702624,214.000000000000000000000000000000,6.67,1,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, AMPA"
1708216,38.000000000000000000000000000000,NULL,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, kainate"
1823556,1380.000000000000000000000000000000,5.86,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor ionotropic, kainate 1"
2193261,47.300000000000000000000000000000,NULL,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Cortical neurone"
2193271,28.100000000000000000000000000000,NULL,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Cortical neurone"
2193282,61.600000000000000000000000000000,NULL,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Cortical neurone"
2545564,29.000000000000000000000000000000,NULL,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,Unchecked
2545573,40.500000000000000000000000000000,NULL,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,Unchecked
2545582,50.500000000000000000000000000000,NULL,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,Unchecked
2934153,23000.000000000000000000000000000000,4.64,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Metabotropic glutamate receptor 6"
3266641,589000.000000000000000000000000000000,NULL,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate receptor AMPA 1/2"
3266642,501.000000000000000000000000000000,NULL,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,Unchecked
3394974,300.000000000000000000000000000000,6.52,1,230.14,-1.23,125.79,0,5,1,CHEMBL9790,Unchecked
3394990,1500.000000000000000000000000000000,5.82,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,Unchecked
3394999,25000.000000000000000000000000000000,4.60,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate NMDA receptor"
3395007,14000.000000000000000000000000000000,4.85,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,"Glutamate NMDA receptor"
18835356,0.128400000000000000000000000000,NULL,0,230.14,-1.23,125.79,0,5,1,CHEMBL9790,SARS-CoV-2
25812014,2.035000000000000000000000000000,NULL,0,243.22,-2.56,130.83,4,8,2,CHEMBL78,"Deoxynucleoside triphosphate triphosphohydrolase SAMHD1"
158039,0.110000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,L1210
158040,0.047000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,CCRF-CEM
158041,0.025000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,MOLT-4
158042,1.200000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,K562
158043,60.500000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,PC10
158044,3.800000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,SW480
158045,2.900000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,TE-2
158046,3.700000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,T-24
1140997,68.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Mus musculus"
1140998,44.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Mus musculus"
1140999,116.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Mus musculus"
1141000,0.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Mus musculus"
1141001,0.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Mus musculus"
1260938,2000.000000000000000000000000000000,5.70,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,L1210
1260939,11000.000000000000000000000000000000,4.96,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,Unchecked
1260940,110.000000000000000000000000000000,6.96,1,239.23,-1.37,110.60,3,7,2,CHEMBL10128,Unchecked
1260941,190.000000000000000000000000000000,6.72,1,239.23,-1.37,110.60,3,7,2,CHEMBL10128,MT4
1260942,25.000000000000000000000000000000,7.60,1,239.23,-1.37,110.60,3,7,2,CHEMBL10128,Raji
1260943,35.000000000000000000000000000000,7.46,1,239.23,-1.37,110.60,3,7,2,CHEMBL10128,Raji
1260944,31000.000000000000000000000000000000,4.51,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,Raji
1260945,46.000000000000000000000000000000,7.34,1,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Homo sapiens"
1260946,60000.000000000000000000000000000000,4.22,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Homo sapiens"
1260947,1470.000000000000000000000000000000,5.83,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,L1210
1260948,1180.000000000000000000000000000000,5.93,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,L1210
1260949,475000.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,L1210
1260950,15.600000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,L1210
1260951,12.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,L1210
123670,0.300000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,L1210
123671,0.400000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,P388
123672,1.500000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"CCRF S-180"
123673,0.030000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,CCRF-CEM
123674,77.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,CCRF-CEM
123675,26.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Human alphaherpesvirus 1"
123676,5.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,HSV-2
123677,7690000.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Cytidine deaminase"
123679,21.600000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Mus musculus"
123680,284.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Mus musculus"
123683,21.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Mus musculus"
123684,276.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Mus musculus"
123687,20.800000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Mus musculus"
123688,273.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Mus musculus"
606001,0.370000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,L1210
606002,3.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,B16
606003,16.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"Lewis lung carcinoma cell line"
606004,0.067000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,CCRF-CEM
606005,0.041000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,MOLT-4
606006,0.040000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,HL-60
606007,0.440000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,U-937
606008,39.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,PC-6
606009,100.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,PC10
606010,1.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,PC-13
606011,100.000000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,PC-14
606012,0.360000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,SK-MEL-28
606013,1.400000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,KB
606014,8.300000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,"KATO III stomach cancer cell line"
606015,3.800000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,SW480
606016,2.900000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,TE-2
606017,1.100000000000000000000000000000,NULL,0,239.23,-1.37,110.60,3,7,2,CHEMBL10128,T-24
507467,110.000000000000000000000000000000,6.96,1,279.25,-1.09,100.98,1,5,3,CHEMBL10695,"Neutrophil elastase"
507468,19.000000000000000000000000000000,NULL,0,279.25,-1.09,100.98,1,5,3,CHEMBL10695,ADMET
494394,19000.000000000000000000000000000000,NULL,0,319.29,-1.50,127.28,1,7,4,CHEMBL10210,"Neutrophil elastase"
804605,50000.000000000000000000000000000000,4.30,0,490.51,-1.37,168.82,4,10,11,CHEMBL276478,"Staphylococcus epidermidis"
804606,28900.000000000000000000000000000000,NULL,0,490.51,-1.37,168.82,4,10,11,CHEMBL276478,"Escherichia coli"
804607,0.851700000000000000000000000000,NULL,0,490.51,-1.37,168.82,4,10,11,CHEMBL276478,ADMET
804608,100000.000000000000000000000000000000,NULL,0,490.51,-1.37,168.82,4,10,11,CHEMBL276478,"Escherichia coli"
804609,50000.000000000000000000000000000000,NULL,0,490.51,-1.37,168.82,4,10,11,CHEMBL276478,"Staphylococcus epidermidis"
8237754,379314.980000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,SN12C
8248085,35075.190000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,MDA-N
8360462,60117.370000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,NCI-H23
8388366,53210.830000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,UO-31
8429672,44565.620000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,ACHN
8467808,8953.650000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,HL-60
8509586,115345.330000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,HOP-92
8556912,20323.570000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,SF-539
8568245,179473.360000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,DU-145
8626396,96827.790000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,SK-MEL-5
8633448,1644371.720000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,Malme-3M
8691974,785235.630000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,A498
8715952,4255.980000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,K562
8742543,19588.450000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,OVCAR-3
8835049,5559.040000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,MOLT-4
8846687,90782.050000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,HOP-62
8875486,57016.430000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,NCI/ADR-RES
8886752,8394.600000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,U-251
8950408,435511.870000000000000000000000000000,NULL,0,260.27,-1.60,125.90,4,7,3,CHEMBL276286,OVCAR-5
